Ref,Val,Package,MidX,MidY,Rotation,Side
"C1","10u","C_0805",136.310000,-128.270000,180.000000,top
"C2","10u","C_0805",119.976000,-128.270000,180.000000,top
"C3","10u","C_0805",116.244000,-128.270000,0.000000,top
"C4","10u","C_0805",75.350000,-128.270000,180.000000,top
"C5","2u2","C_0603",113.650000,-90.750000,180.000000,top
"C6","2u2","C_0603",51.650000,-97.750000,90.000000,top
"C7","10u","C_0805",140.100000,-124.200000,90.000000,top
"C8","22p","C_0603",51.199400,-92.600600,90.000000,top
"C9","22p","C_0603",54.650000,-90.000600,180.000000,top
"C10","10u","C_0805",132.750000,-124.200000,90.000000,top
"C11","10u","C_0805",130.350000,-124.200000,90.000000,top
"C12","2u2","C_0603",123.650000,-90.750000,180.000000,top
"C13","2u2","C_0603",76.600000,-119.800000,-90.000000,top
"C14","2u2","C_0603",85.800000,-119.800000,-90.000000,top
"C15","2u2","C_0603",95.000000,-119.800000,-90.000000,top
"C16","2u2","C_0603",104.200000,-119.800000,-90.000000,top
"C17","2u2","C_0603",58.293000,-93.484000,90.000000,top
"C18","2u2","C_0603",82.800000,-103.650000,90.000000,top
"C19","2u2","C_0603",84.300000,-108.150000,-90.000000,top
"C20","2u2","C_0603",103.800000,-94.650000,90.000000,top
"C21","2u2","C_0603",90.300000,-111.150000,0.000000,top
"C22","2u2","C_0603",98.800000,-111.150000,180.000000,top
"C23","2u2","C_0603",103.800000,-107.650000,-90.000000,top
"C24","2u2","C_0603",103.800000,-97.650000,-90.000000,top
"C25","2u2","C_0603",97.800000,-91.650000,180.000000,top
"C26","2u2","C_0603",89.300000,-91.650000,0.000000,top
"C27","2u2","C_0603",84.300000,-97.150000,90.000000,top
"C28","2u2","C_0603",123.650000,-115.350000,180.000000,top
"C29","2u2","C_0603",126.450000,-112.600000,-90.000000,top
"C30","2u2","C_0603",126.450000,-107.800000,-90.000000,top
"C31","2u2","C_0603",126.450000,-103.800000,-90.000000,top
"C32","2u2","C_0603",126.450000,-93.400000,-90.000000,top
"C33","2u2","C_0603",110.800000,-104.050000,90.000000,top
"C34","2u2","C_0603",110.850000,-108.700000,90.000000,top
"C35","2u2","C_0603",113.650000,-115.350000,180.000000,top
"C36","10u","C_0805",140.100000,-119.550000,90.000000,top
"C37","10u","C_0805",132.750000,-119.550000,90.000000,top
"C38","10u","C_0805",130.350000,-119.550000,90.000000,top
"C39","2u2","C_0603",116.500000,-121.600000,90.000000,top
"C40","2u2","C_0603",63.817500,-100.659500,90.000000,top
"C41","22p","C_0603",60.083000,-91.376500,180.000000,top
"C42","2u2","C_0603",121.200000,-121.600000,90.000000,top
"C43","2u2","C_0603",104.050000,-102.400000,-90.000000,top
"C44","2u2","C_0603",84.300000,-103.650000,90.000000,top
"FID1","Fiducial","Fiducial",143.002000,-82.423000,-90.000000,top
"FID2","Fiducial","Fiducial",48.133000,-93.599000,90.000000,top
"FID3","Fiducial","Fiducial",58.801000,-82.931000,90.000000,top
"FID4","Fiducial","Fiducial",143.002000,-129.540000,0.000000,top
"FID5","Fiducial","Fiducial",48.133000,-129.540000,0.000000,top
"J3","microUSB","USB_Micro-B_Amphenol_10118192-0001",47.000000,-99.800000,-90.000000,top
"R1","0","R_0805",127.850000,-119.550000,-90.000000,top
"R2","47","R_0603",107.400000,-98.550000,180.000000,top
"R3","47","R_0603",107.400000,-100.050000,0.000000,top
"R4","10k","R_0603",63.436500,-124.358500,90.000000,top
"R5","47","R_0603",60.833000,-93.827500,90.000000,top
"R6","10k","R_0603",63.436500,-121.259500,-90.000000,top
"R7","10k","R_0603",63.817500,-96.456500,-90.000000,top
"R8","10k","R_0603",62.966500,-93.027500,0.000000,top
"R9","47","R_0603",80.950000,-108.500000,90.000000,top
"R10","22","R_0603",114.800000,-125.800000,180.000000,top
"R11","DNP","R_0603",114.800000,-124.350000,180.000000,top
"R12","47","R_0603",69.150000,-114.650000,0.000000,top
"R13","47","R_0603",119.450000,-124.350000,180.000000,top
"R15","2k2","R_0603",86.800000,-111.150000,0.000000,top
"R17","10k","R_0603",68.450000,-97.450000,0.000000,top
"R18","10k","R_0603",68.450000,-98.950000,0.000000,top
"R19","10k","R_0603",68.450000,-95.950000,0.000000,top
"R20","2k2","R_0603",68.450000,-100.450000,180.000000,top
"SW1","FW","SW_DIP_SPSTx02_Slide_DSHP02TS_P1.27mm",135.763000,-95.885000,0.000000,top
"U1","LCMXO2-640-TG100","TQFP-100_14x14mm_P0.5mm",94.050000,-101.400000,0.000000,top
"U2","W9825","TSOP-II-54_22.2x10.16mm_P0.8mm",118.650000,-103.050000,90.000000,top
"U3","W25Q128JVSIQ","SOIC-8_5.3mm",79.121000,-100.711000,180.000000,top
"U4","74AHC245PW","TSSOP-20_4.4x6.5mm_P0.65mm",90.225000,-122.000000,0.000000,top
"U5","74AHC245PW","TSSOP-20_4.4x6.5mm_P0.65mm",108.625000,-122.000000,0.000000,top
"U6","74AHC245PW","TSSOP-20_4.4x6.5mm_P0.65mm",81.025000,-122.000000,0.000000,top
"U7","CH340G","SOIC-16_3.9mm",57.658000,-98.933000,180.000000,top
"U8","XC6206P332MR","SOT-23",136.250000,-124.200000,180.000000,top
"U9","74AHC245PW","TSSOP-20_4.4x6.5mm_P0.65mm",99.425000,-122.000000,0.000000,top
"U10","AP2127K-1.2TRG1","SOT-23-5",136.250000,-119.450000,90.000000,top
"U11","74LVC1G125GW","SOT-353",119.000000,-121.350000,180.000000,top
"U13","25M","Crystal_SMD_3225-4Pin_3.2x2.5mm",107.100000,-102.500000,0.000000,top
"U14","74LVC1G125GW","SOT-353",114.350000,-121.350000,180.000000,top
"Y1","12M","Crystal_SMD_3225-4Pin_3.2x2.5mm",54.299400,-92.500600,180.000000,top
